7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
ENSMUST00000077290	ENSMUST00000165164
ENSMUST00000020827	ENSMUST00000127477
ENSMUST00000039631	ENSMUST00000049166
ENSMUST00000031984	ENSMUST00000164107
ENSMUST00000053498	ENSMUST00000033723
ENSMUST00000114389	ENSMUST00000094441
ENSMUST00000000727	ENSMUST00000164309
ENSMUST00000004172	ENSMUST00000027581
ENSMUST00000018992	ENSMUST00000036852
ENSMUST00000101347	ENSMUST00000106581
ENSMUST00000043526	ENSMUST00000071816
ENSMUST00000128570	ENSMUST00000044332
ENSMUST00000154293	ENSMUST00000059844
ENSMUST00000170489	ENSMUST00000036509
ENSMUST00000041208	ENSMUST00000103199
ENSMUST00000003451	ENSMUST00000017290
ENSMUST00000041008	ENSMUST00000037190
ENSMUST00000115076	ENSMUST00000109107
ENSMUST00000110510	ENSMUST00000030501
ENSMUST00000122412	ENSMUST00000076941
ENSMUST00000117355	ENSMUST00000045617
ENSMUST00000081170	ENSMUST00000161240
ENSMUST00000028948	ENSMUST00000033578
ENSMUST00000007993	ENSMUST00000087654
ENSMUST00000216816	ENSMUST00000202962
ENSMUST00000004565	ENSMUST00000029626
ENSMUST00000042235	ENSMUST00000118784
ENSMUST00000038574	ENSMUST00000004646
ENSMUST00000021479	ENSMUST00000022476
ENSMUST00000112380	ENSMUST00000161211
ENSMUST00000037370	ENSMUST00000001712
ENSMUST00000044475	ENSMUST00000026446
ENSMUST00000168887	ENSMUST00000060945
ENSMUST00000020717	ENSMUST00000018880
ENSMUST00000098574	ENSMUST00000090935
ENSMUST00000002436	ENSMUST00000026520
ENSMUST00000181767	ENSMUST00000214828
ENSMUST00000023694	ENSMUST00000097992
ENSMUST00000029684	ENSMUST00000018572
ENSMUST00000025186	ENSMUST00000102657
ENSMUST00000020288	ENSMUST00000016397
ENSMUST00000068892	ENSMUST00000047186
ENSMUST00000040021	ENSMUST00000048044
ENSMUST00000101205	ENSMUST00000057324
ENSMUST00000033139	ENSMUST00000026027
ENSMUST00000030660	ENSMUST00000184970
ENSMUST00000169570	ENSMUST00000064794
ENSMUST00000027153	ENSMUST00000081649
ENSMUST00000017851	ENSMUST00000164120
ENSMUST00000030134	ENSMUST00000050516
ENSMUST00000040787	ENSMUST00000210701
ENSMUST00000043419	ENSMUST00000143842
ENSMUST00000061457	ENSMUST00000065797
ENSMUST00000099277	ENSMUST00000015725
ENSMUST00000030279	ENSMUST00000029588
ENSMUST00000025752	ENSMUST00000098750
ENSMUST00000102880	ENSMUST00000004428
ENSMUST00000169748	ENSMUST00000211654
ENSMUST00000022585	ENSMUST00000029201
ENSMUST00000109220	ENSMUST00000165704
ENSMUST00000109546	ENSMUST00000108055
ENSMUST00000119968	ENSMUST00000166940
ENSMUST00000193441	ENSMUST00000016553
ENSMUST00000009120	ENSMUST00000003117
ENSMUST00000101551	ENSMUST00000095349
ENSMUST00000034830	ENSMUST00000030714
ENSMUST00000021824	ENSMUST00000039413
ENSMUST00000109097	ENSMUST00000045827
ENSMUST00000003946	ENSMUST00000040270
ENSMUST00000087143	ENSMUST00000035836
ENSMUST00000015816	ENSMUST00000128081
ENSMUST00000082439	ENSMUST00000005862
ENSMUST00000112436	ENSMUST00000018184
ENSMUST00000027748	ENSMUST00000023072
ENSMUST00000052932	ENSMUST00000023525
ENSMUST00000014370	ENSMUST00000102927
ENSMUST00000075657	ENSMUST00000167741
ENSMUST00000053459	ENSMUST00000022573
ENSMUST00000093820	ENSMUST00000105397
ENSMUST00000215311	ENSMUST00000068125
ENSMUST00000162554	ENSMUST00000048099
ENSMUST00000105861	ENSMUST00000152247
ENSMUST00000032335	ENSMUST00000022135
ENSMUST00000171929	ENSMUST00000029865
ENSMUST00000001043	ENSMUST00000070663
ENSMUST00000107245	ENSMUST00000101445
ENSMUST00000024739	ENSMUST00000121004
ENSMUST00000139129	ENSMUST00000050544
ENSMUST00000176600	ENSMUST00000170075
ENSMUST00000025702	ENSMUST00000136925
ENSMUST00000022977	ENSMUST00000059468
ENSMUST00000027846	ENSMUST00000030622
ENSMUST00000188641	ENSMUST00000199300
ENSMUST00000031288	ENSMUST00000034717
ENSMUST00000123491	ENSMUST00000034720
ENSMUST00000103221	ENSMUST00000098458
ENSMUST00000038193	ENSMUST00000014447
ENSMUST00000114882	ENSMUST00000045262
ENSMUST00000176228	ENSMUST00000028603
ENSMUST00000058210	ENSMUST00000028278
ENSMUST00000025288	ENSMUST00000026009
ENSMUST00000113979	ENSMUST00000027339
ENSMUST00000210325	ENSMUST00000025305
ENSMUST00000108023	ENSMUST00000069221
ENSMUST00000046663	ENSMUST00000033999
ENSMUST00000000058	ENSMUST00000190495
ENSMUST00000020550	ENSMUST00000053760
ENSMUST00000005504	ENSMUST00000127305
ENSMUST00000098350	ENSMUST00000176438
ENSMUST00000202988	ENSMUST00000091935
ENSMUST00000135192	ENSMUST00000080926
ENSMUST00000109135	ENSMUST00000002733
ENSMUST00000088307	ENSMUST00000087212
ENSMUST00000040320	ENSMUST00000020776
ENSMUST00000092892	ENSMUST00000026881
ENSMUST00000102621	ENSMUST00000212214
ENSMUST00000097680	ENSMUST00000030901
ENSMUST00000080537	ENSMUST00000034567
ENSMUST00000020107	ENSMUST00000144673
ENSMUST00000089018	ENSMUST00000161286
ENSMUST00000088786	ENSMUST00000105172
ENSMUST00000108304	ENSMUST00000029374
ENSMUST00000173107	ENSMUST00000027876
ENSMUST00000048665	ENSMUST00000114025
ENSMUST00000094151	ENSMUST00000025906
ENSMUST00000023219	ENSMUST00000034396
ENSMUST00000042365	ENSMUST00000019109
ENSMUST00000163419	ENSMUST00000096250
ENSMUST00000025053	ENSMUST00000028917
ENSMUST00000019611	ENSMUST00000102515
ENSMUST00000018645	ENSMUST00000007257
ENSMUST00000029405	ENSMUST00000032359
ENSMUST00000032920	ENSMUST00000066921
ENSMUST00000047232	ENSMUST00000115277
ENSMUST00000148843	ENSMUST00000073879
ENSMUST00000018711	ENSMUST00000060714
ENSMUST00000094312	ENSMUST00000025476
ENSMUST00000177113	ENSMUST00000039810
ENSMUST00000037623	ENSMUST00000032272
ENSMUST00000094646	ENSMUST00000086399
ENSMUST00000161538	ENSMUST00000005431
ENSMUST00000092096	ENSMUST00000078752
ENSMUST00000176250	ENSMUST00000000924
ENSMUST00000028117	ENSMUST00000136983
ENSMUST00000102593	ENSMUST00000179233
ENSMUST00000038913	ENSMUST00000030033
ENSMUST00000115513	ENSMUST00000127896
ENSMUST00000061372	ENSMUST00000025399
ENSMUST00000026459	ENSMUST00000027172
ENSMUST00000032344	ENSMUST00000016696
ENSMUST00000109975	ENSMUST00000045229
ENSMUST00000122259	ENSMUST00000081710
ENSMUST00000080560	ENSMUST00000070215
ENSMUST00000006914	ENSMUST00000135814
ENSMUST00000022212	ENSMUST00000130451
ENSMUST00000026150	ENSMUST00000109316
ENSMUST00000039174	ENSMUST00000043961
ENSMUST00000112709	ENSMUST00000061143
ENSMUST00000045887	ENSMUST00000111915
ENSMUST00000177916	ENSMUST00000031423
ENSMUST00000009003	ENSMUST00000033871
ENSMUST00000102604	ENSMUST00000165095
ENSMUST00000052865	ENSMUST00000025027
ENSMUST00000021790	ENSMUST00000016088
ENSMUST00000021539	ENSMUST00000190594
ENSMUST00000046916	ENSMUST00000100167
ENSMUST00000047226	ENSMUST00000018993
ENSMUST00000120381	ENSMUST00000055503
ENSMUST00000139049	ENSMUST00000118118
ENSMUST00000186485	ENSMUST00000110766
ENSMUST00000048688	ENSMUST00000079659
ENSMUST00000003029	ENSMUST00000093912
ENSMUST00000019268	ENSMUST00000021822
ENSMUST00000099223	ENSMUST00000034745
ENSMUST00000105866	ENSMUST00000087200
ENSMUST00000037748	ENSMUST00000039694
ENSMUST00000114399	ENSMUST00000023238
ENSMUST00000071057	ENSMUST00000036340
ENSMUST00000115633	ENSMUST00000116341
ENSMUST00000103195	ENSMUST00000168176
ENSMUST00000020490	ENSMUST00000020004
ENSMUST00000000451	ENSMUST00000040025
ENSMUST00000030069	ENSMUST00000120239
ENSMUST00000081591	ENSMUST00000060366
ENSMUST00000113028	ENSMUST00000023029
ENSMUST00000097493	ENSMUST00000055833
ENSMUST00000040498	ENSMUST00000087675
ENSMUST00000115995	ENSMUST00000115451
ENSMUST00000102638	ENSMUST00000113753
ENSMUST00000023220	ENSMUST00000079533
ENSMUST00000013262	ENSMUST00000000028
ENSMUST00000154668	ENSMUST00000047486
ENSMUST00000042452	ENSMUST00000070538
ENSMUST00000044911	ENSMUST00000081721
ENSMUST00000022062	ENSMUST00000021807
ENSMUST00000034398	ENSMUST00000165013
ENSMUST00000017629	ENSMUST00000120213
ENSMUST00000096987	ENSMUST00000027897
ENSMUST00000007814	ENSMUST00000040971
ENSMUST00000045388	ENSMUST00000036044
ENSMUST00000109235	ENSMUST00000102591
ENSMUST00000028551	ENSMUST00000087521
ENSMUST00000020931	ENSMUST00000026704
ENSMUST00000038600	ENSMUST00000029696
ENSMUST00000027602	ENSMUST00000022875
ENSMUST00000025181	ENSMUST00000016072
ENSMUST00000048657	ENSMUST00000114958
ENSMUST00000050029	ENSMUST00000020449
ENSMUST00000070761	ENSMUST00000098367
ENSMUST00000067680	ENSMUST00000170908
ENSMUST00000005003	ENSMUST00000022451
ENSMUST00000115154	ENSMUST00000188489
ENSMUST00000016400	ENSMUST00000081933
ENSMUST00000023882	ENSMUST00000058764
ENSMUST00000018810	ENSMUST00000171300
ENSMUST00000071423	ENSMUST00000071361
ENSMUST00000166615	ENSMUST00000040430
ENSMUST00000011492	ENSMUST00000055506
ENSMUST00000106391	ENSMUST00000020856
ENSMUST00000028511	ENSMUST00000119025
ENSMUST00000018337	ENSMUST00000056427
ENSMUST00000049506	ENSMUST00000031727
ENSMUST00000035560	ENSMUST00000113245
ENSMUST00000057293	ENSMUST00000022650
ENSMUST00000034187	ENSMUST00000046558
ENSMUST00000018569	ENSMUST00000053764
ENSMUST00000089140	ENSMUST00000033501
ENSMUST00000027853	ENSMUST00000038868
ENSMUST00000163100	ENSMUST00000106300
ENSMUST00000112519	ENSMUST00000161308
ENSMUST00000193254	ENSMUST00000078308
ENSMUST00000038775	ENSMUST00000095273
ENSMUST00000187531	ENSMUST00000095328
ENSMUST00000189772	ENSMUST00000044466
ENSMUST00000085311	ENSMUST00000030628
ENSMUST00000027434	ENSMUST00000107635
ENSMUST00000163048	ENSMUST00000027338
ENSMUST00000035776	ENSMUST00000045469
ENSMUST00000168423	ENSMUST00000094469
ENSMUST00000110276	ENSMUST00000057438
ENSMUST00000049005	ENSMUST00000160959
ENSMUST00000037788	ENSMUST00000003550
ENSMUST00000020315	ENSMUST00000118762
ENSMUST00000045247	ENSMUST00000137116
ENSMUST00000039894	ENSMUST00000021116
ENSMUST00000045791	ENSMUST00000046603
ENSMUST00000010536	ENSMUST00000020524
ENSMUST00000103217	ENSMUST00000169061
ENSMUST00000170872	ENSMUST00000022767
ENSMUST00000000466	ENSMUST00000035033
ENSMUST00000032963	ENSMUST00000058022
ENSMUST00000028880	ENSMUST00000062626
ENSMUST00000005964	ENSMUST00000113335
ENSMUST00000025177	ENSMUST00000103225
ENSMUST00000071562	ENSMUST00000114529
ENSMUST00000014640	ENSMUST00000034955
ENSMUST00000113239	ENSMUST00000034650
ENSMUST00000156859	ENSMUST00000058860
ENSMUST00000030311	ENSMUST00000112389
ENSMUST00000025050	ENSMUST00000169310
ENSMUST00000030842	ENSMUST00000109636
ENSMUST00000001339	ENSMUST00000044011
ENSMUST00000189220	ENSMUST00000033025
ENSMUST00000115320	ENSMUST00000086721
ENSMUST00000072206	ENSMUST00000048946
ENSMUST00000204965	ENSMUST00000004375
ENSMUST00000090553	ENSMUST00000021052
ENSMUST00000073339	ENSMUST00000113268
ENSMUST00000164756	ENSMUST00000106008
ENSMUST00000212075	ENSMUST00000098143
ENSMUST00000000287	ENSMUST00000074127
ENSMUST00000163499	ENSMUST00000004507
ENSMUST00000001834	ENSMUST00000069486
ENSMUST00000115151	ENSMUST00000006557
ENSMUST00000046875	ENSMUST00000115808
ENSMUST00000088010	ENSMUST00000036380
ENSMUST00000170516	ENSMUST00000118545
ENSMUST00000031099	ENSMUST00000021666
ENSMUST00000031411	ENSMUST00000034299
ENSMUST00000047436	ENSMUST00000100802
ENSMUST00000031447	ENSMUST00000159294
ENSMUST00000035177	ENSMUST00000065090
ENSMUST00000113278	ENSMUST00000033326
ENSMUST00000004057	ENSMUST00000039110
ENSMUST00000092956	ENSMUST00000029346
ENSMUST00000114372	ENSMUST00000140076
ENSMUST00000025924	ENSMUST00000094081
ENSMUST00000099691	ENSMUST00000020153
ENSMUST00000020522	ENSMUST00000057659
ENSMUST00000022322	ENSMUST00000099362
ENSMUST00000048377	ENSMUST00000028549
ENSMUST00000024849	ENSMUST00000025279
ENSMUST00000114276	ENSMUST00000090178
ENSMUST00000171470	ENSMUST00000130491
ENSMUST00000032429	ENSMUST00000025818
ENSMUST00000166082	ENSMUST00000033394
ENSMUST00000021049	ENSMUST00000095739
ENSMUST00000020552	ENSMUST00000078357
ENSMUST00000052999	ENSMUST00000098826
ENSMUST00000114160	ENSMUST00000131252
ENSMUST00000161074	ENSMUST00000025867
ENSMUST00000176701	ENSMUST00000022622
ENSMUST00000033609	ENSMUST00000108702
ENSMUST00000026635	ENSMUST00000106153
ENSMUST00000079360	ENSMUST00000060108
ENSMUST00000037401	ENSMUST00000034742
ENSMUST00000106454	ENSMUST00000034285
ENSMUST00000000642	ENSMUST00000041024
ENSMUST00000058154	ENSMUST00000043368
ENSMUST00000170438	ENSMUST00000027131
ENSMUST00000023217	ENSMUST00000102973
ENSMUST00000056889	ENSMUST00000093107
ENSMUST00000103075	ENSMUST00000154873
ENSMUST00000118152	ENSMUST00000110690
ENSMUST00000105600	ENSMUST00000020630
ENSMUST00000021335	ENSMUST00000140485
ENSMUST00000027493	ENSMUST00000109608
ENSMUST00000025567	ENSMUST00000043815
ENSMUST00000058793	ENSMUST00000003645
ENSMUST00000059680	ENSMUST00000034004
ENSMUST00000086635	ENSMUST00000049040
ENSMUST00000050410	ENSMUST00000063719
ENSMUST00000121805	ENSMUST00000088287
ENSMUST00000003720	ENSMUST00000061829
ENSMUST00000063577	ENSMUST00000070200
ENSMUST00000025925	ENSMUST00000034415
ENSMUST00000099278	ENSMUST00000111142
ENSMUST00000114896	ENSMUST00000185374
ENSMUST00000032309	ENSMUST00000196979
ENSMUST00000036576	ENSMUST00000010038
ENSMUST00000120547	ENSMUST00000029879
ENSMUST00000006838	ENSMUST00000075641
ENSMUST00000049343	ENSMUST00000031355
ENSMUST00000066279	ENSMUST00000048054
ENSMUST00000043897	ENSMUST00000023682
ENSMUST00000173760	ENSMUST00000042141
ENSMUST00000025430	ENSMUST00000088223
ENSMUST00000103114	ENSMUST00000092473
ENSMUST00000163095	ENSMUST00000065330
ENSMUST00000040069	ENSMUST00000105106
ENSMUST00000077642	ENSMUST00000024972
ENSMUST00000038920	ENSMUST00000053663
ENSMUST00000111303	ENSMUST00000025319
ENSMUST00000111289	ENSMUST00000094215
ENSMUST00000114007	ENSMUST00000026013
ENSMUST00000162606	ENSMUST00000079764
ENSMUST00000178110	ENSMUST00000178632
ENSMUST00000046633	ENSMUST00000077639
ENSMUST00000047085	ENSMUST00000126008
ENSMUST00000103147	ENSMUST00000094218
ENSMUST00000041364	ENSMUST00000088217
ENSMUST00000070210	ENSMUST00000072299
ENSMUST00000037649	ENSMUST00000052380
ENSMUST00000057481	ENSMUST00000111159
ENSMUST00000022871	ENSMUST00000023489
ENSMUST00000039803	ENSMUST00000173492
ENSMUST00000020643	ENSMUST00000081104
ENSMUST00000023191	ENSMUST00000126865
ENSMUST00000062893	ENSMUST00000036456
ENSMUST00000164199	ENSMUST00000032288
ENSMUST00000098453	ENSMUST00000042135
ENSMUST00000115645	ENSMUST00000012259
ENSMUST00000154330	ENSMUST00000141116
ENSMUST00000021595	ENSMUST00000033176
ENSMUST00000046094	ENSMUST00000059849
ENSMUST00000059462	ENSMUST00000067284
ENSMUST00000027989	ENSMUST00000106100
ENSMUST00000021991	ENSMUST00000131446
ENSMUST00000045026	ENSMUST00000139685
ENSMUST00000113360	ENSMUST00000026833
ENSMUST00000093299	ENSMUST00000049388
ENSMUST00000093456	ENSMUST00000070395
ENSMUST00000022612	ENSMUST00000037210
ENSMUST00000018691	ENSMUST00000063690
ENSMUST00000047075	ENSMUST00000032508
ENSMUST00000166044	ENSMUST00000034164
ENSMUST00000060579	ENSMUST00000042779
ENSMUST00000028755	ENSMUST00000000505
ENSMUST00000023580	ENSMUST00000044369
ENSMUST00000033873	ENSMUST00000022429
ENSMUST00000003450	ENSMUST00000049822
ENSMUST00000091609	ENSMUST00000031697
ENSMUST00000035242	ENSMUST00000028584
ENSMUST00000108531	ENSMUST00000043560
ENSMUST00000035495	ENSMUST00000013970
ENSMUST00000138356	ENSMUST00000079733
ENSMUST00000011058	ENSMUST00000025483
ENSMUST00000002172	ENSMUST00000021794
ENSMUST00000064910	ENSMUST00000026975
ENSMUST00000036470	ENSMUST00000107734
ENSMUST00000114468	ENSMUST00000019924
ENSMUST00000208199	ENSMUST00000127430
ENSMUST00000028087	ENSMUST00000022782
ENSMUST00000047835	ENSMUST00000116420
ENSMUST00000113690	ENSMUST00000036719
ENSMUST00000112680	ENSMUST00000111453
ENSMUST00000164259	ENSMUST00000068792
ENSMUST00000023684	ENSMUST00000067246
ENSMUST00000032820	ENSMUST00000115964
ENSMUST00000111899	ENSMUST00000067947
ENSMUST00000038039	ENSMUST00000041100
ENSMUST00000107075	ENSMUST00000047037
ENSMUST00000022256	ENSMUST00000038794
ENSMUST00000095786	ENSMUST00000002397
ENSMUST00000086643	ENSMUST00000106296
ENSMUST00000118557	ENSMUST00000025932
ENSMUST00000063042	ENSMUST00000023677
ENSMUST00000028200	ENSMUST00000112617
ENSMUST00000022063	ENSMUST00000133144
ENSMUST00000066039	ENSMUST00000009877
ENSMUST00000147545	ENSMUST00000032824
ENSMUST00000046721	ENSMUST00000171686
ENSMUST00000018002	ENSMUST00000021471
ENSMUST00000068879	ENSMUST00000144236
ENSMUST00000040873	ENSMUST00000030971
ENSMUST00000029490	ENSMUST00000030003
ENSMUST00000040455	ENSMUST00000042780
ENSMUST00000031309	ENSMUST00000102874
ENSMUST00000021239	ENSMUST00000026891
ENSMUST00000033671	ENSMUST00000160129
ENSMUST00000065163	ENSMUST00000048687
ENSMUST00000124745	ENSMUST00000052832
ENSMUST00000166750	ENSMUST00000030169
ENSMUST00000059155	ENSMUST00000052499
ENSMUST00000096069	ENSMUST00000075068
ENSMUST00000095228	ENSMUST00000172314
ENSMUST00000159962	ENSMUST00000051301
ENSMUST00000077605	ENSMUST00000110888
ENSMUST00000087435	ENSMUST00000099856
ENSMUST00000027193	ENSMUST00000081265
ENSMUST00000028910	ENSMUST00000112185
ENSMUST00000103234	ENSMUST00000023283
ENSMUST00000163377	ENSMUST00000047951
ENSMUST00000065067	ENSMUST00000085375
ENSMUST00000139666	ENSMUST00000003123
ENSMUST00000090243	ENSMUST00000050207
ENSMUST00000105367	ENSMUST00000057093
ENSMUST00000111838	ENSMUST00000016680
ENSMUST00000102849	ENSMUST00000077282
ENSMUST00000092430	ENSMUST00000110774
ENSMUST00000041544	ENSMUST00000005923
ENSMUST00000202576	ENSMUST00000032840
ENSMUST00000047721	ENSMUST00000022682
ENSMUST00000037399	ENSMUST00000027810
ENSMUST00000038091	ENSMUST00000067927
ENSMUST00000052825	ENSMUST00000025864
ENSMUST00000060792	ENSMUST00000032461
ENSMUST00000046288	ENSMUST00000197859
ENSMUST00000021532	ENSMUST00000124665
ENSMUST00000065398	ENSMUST00000085116
ENSMUST00000031378	ENSMUST00000103067
ENSMUST00000072141	ENSMUST00000049740
ENSMUST00000033154	ENSMUST00000097561
ENSMUST00000156481	ENSMUST00000028916
ENSMUST00000051934	ENSMUST00000002735
ENSMUST00000044271	ENSMUST00000107099
ENSMUST00000066882	ENSMUST00000049453
ENSMUST00000160197	ENSMUST00000020754
ENSMUST00000041042	ENSMUST00000023210
ENSMUST00000110297	ENSMUST00000205002
ENSMUST00000105847	ENSMUST00000027396
ENSMUST00000028426	ENSMUST00000032425
ENSMUST00000105840	ENSMUST00000031190
ENSMUST00000011398	ENSMUST00000021467
ENSMUST00000066650	ENSMUST00000132151
ENSMUST00000026585	ENSMUST00000026269
ENSMUST00000078687	ENSMUST00000113719
ENSMUST00000046502	ENSMUST00000107153
ENSMUST00000090678	ENSMUST00000024857
ENSMUST00000072607	ENSMUST00000106231
ENSMUST00000002839	ENSMUST00000102912
ENSMUST00000001479	ENSMUST00000031726
ENSMUST00000143987	ENSMUST00000025997
ENSMUST00000038374	ENSMUST00000041882
ENSMUST00000202651	ENSMUST00000113265
ENSMUST00000117633	ENSMUST00000088658
ENSMUST00000102800	ENSMUST00000161204
ENSMUST00000026043	ENSMUST00000077788
ENSMUST00000030074	ENSMUST00000037141
ENSMUST00000021158	ENSMUST00000053068
ENSMUST00000021147	ENSMUST00000023043
ENSMUST00000109554	ENSMUST00000016105
ENSMUST00000019615	ENSMUST00000033163
ENSMUST00000035142	ENSMUST00000024906
ENSMUST00000026135	ENSMUST00000041769
ENSMUST00000100770	ENSMUST00000076212
ENSMUST00000006559	ENSMUST00000172702
ENSMUST00000034121	ENSMUST00000106677
ENSMUST00000121114	ENSMUST00000009138
ENSMUST00000033839	ENSMUST00000094463
ENSMUST00000008032	ENSMUST00000062824
ENSMUST00000026976	ENSMUST00000045905
ENSMUST00000030702	ENSMUST00000100497
ENSMUST00000073127	ENSMUST00000202798
ENSMUST00000106257	ENSMUST00000168907
ENSMUST00000114321	ENSMUST00000102898
ENSMUST00000096751	ENSMUST00000026667
ENSMUST00000103212	ENSMUST00000036156
ENSMUST00000100652	ENSMUST00000151786
ENSMUST00000176500	ENSMUST00000093099
ENSMUST00000045694	ENSMUST00000027036
ENSMUST00000052249	ENSMUST00000085715
ENSMUST00000001845	ENSMUST00000021522
ENSMUST00000030626	ENSMUST00000026670
ENSMUST00000070000	ENSMUST00000029477
ENSMUST00000103053	ENSMUST00000217336
ENSMUST00000018005	ENSMUST00000038570
ENSMUST00000165201	ENSMUST00000031613
ENSMUST00000055655	ENSMUST00000052686
ENSMUST00000054308	ENSMUST00000003964
ENSMUST00000092665	ENSMUST00000024701
ENSMUST00000029938	ENSMUST00000161859
ENSMUST00000167374	ENSMUST00000034460
ENSMUST00000028499	ENSMUST00000018430
ENSMUST00000028608	ENSMUST00000080511
ENSMUST00000089688	ENSMUST00000028780
ENSMUST00000111566	ENSMUST00000119014
ENSMUST00000215683	ENSMUST00000003599
ENSMUST00000018449	ENSMUST00000047431
ENSMUST00000040833	ENSMUST00000008016
ENSMUST00000020804	ENSMUST00000107234
ENSMUST00000057798	ENSMUST00000045628
ENSMUST00000067664	ENSMUST00000115578
ENSMUST00000027626	ENSMUST00000163238
ENSMUST00000036742	ENSMUST00000171474
ENSMUST00000021514	ENSMUST00000061280
ENSMUST00000003445	ENSMUST00000029266
ENSMUST00000026387	ENSMUST00000069870
ENSMUST00000021424	ENSMUST00000043584
ENSMUST00000023851	ENSMUST00000100850
ENSMUST00000057844	ENSMUST00000030192
ENSMUST00000001109	ENSMUST00000156690
ENSMUST00000026427	ENSMUST00000174518
ENSMUST00000156333	ENSMUST00000076270
ENSMUST00000160342	ENSMUST00000154364
ENSMUST00000090782	ENSMUST00000056907
ENSMUST00000092569	ENSMUST00000102915
ENSMUST00000020755	ENSMUST00000166232
ENSMUST00000030128	ENSMUST00000113658
ENSMUST00000049032	ENSMUST00000040402
ENSMUST00000033927	ENSMUST00000068156
ENSMUST00000065103	ENSMUST00000004774
ENSMUST00000082402	ENSMUST00000184654
ENSMUST00000107262	ENSMUST00000044766
ENSMUST00000025590	ENSMUST00000077839
ENSMUST00000002911	ENSMUST00000111240
ENSMUST00000029380	ENSMUST00000006911
ENSMUST00000025314	ENSMUST00000120016
ENSMUST00000058109	ENSMUST00000097625
ENSMUST00000022561	ENSMUST00000068508
ENSMUST00000072113	ENSMUST00000036333
